name,sku,brand,category,description,distributorPrice,logisticsCost,unitPrice,targetMarginPct,gstRate,hsnCode,unit,minStockLevel,minMarginPct,warrantyPeriod,mrp,type,packSize,almm,dcrCompliant,modelSeries,lifecycleStatus,applicableRegions,priceListVersion,productFamily,customerTierPrice,specs,supplierSku
Eastman Solar Smart PCU 850VA 12V,EAS-PCU-SW-SM1250,Eastman,Solar PCU — Sine Wave,Sine wave solar PCU 850VA 12V with 1100W panel support. Lithium-ION battery compatible.,5190,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Solar Smart,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""""capacity_va"""":850,""""dc_voltage_v"""":12,""""panel_support_w"""":1100}",Smart 1250
Eastman Solar Smart PCU 1000VA 12V,EAS-PCU-SW-SM1400,Eastman,Solar PCU — Sine Wave,Sine wave solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,6260,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Solar Smart,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""""capacity_va"""":1000,""""dc_voltage_v"""":12,""""panel_support_w"""":1300}",Smart 1400
Eastman Solar Smart PCU 1400VA 12V,EAS-PCU-SW-SM1800,Eastman,Solar PCU — Sine Wave,Sine wave solar PCU 1400VA 12V with 1400W panel support. Lithium-ION battery compatible.,7950,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Solar Smart,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""""capacity_va"""":1400,""""dc_voltage_v"""":12,""""panel_support_w"""":1400}",Smart 1800
Eastman Solar Smart PCU 2000VA 24V,EAS-PCU-SW-SM3100,Eastman,Solar PCU — Sine Wave,Sine wave solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,9910,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Solar Smart,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""""capacity_va"""":2000,""""dc_voltage_v"""":24,""""panel_support_w"""":2600}",Smart 3100
Eastman Solar Smart PCU 2500VA 24V,EAS-PCU-SW-SM3725,Eastman,Solar PCU — Sine Wave,Sine wave solar PCU 2500VA 24V with 3200W panel support. Lithium-ION battery compatible.,12650,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Solar Smart,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""""capacity_va"""":2500,""""dc_voltage_v"""":24,""""panel_support_w"""":3200}",Smart 3725
Eastman Solar SmartMax MPPT PCU 500VA 12V,EAS-PCU-MP-SMX900,Eastman,Solar PCU — MPPT,MPPT solar PCU 500VA 12V with 650W panel support. Lithium-ION battery compatible.,6120,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":500,""""dc_voltage_v"""":12,""""panel_support_w"""":650}",Smart Max 900
Eastman Solar SmartMax MPPT PCU 1000VA 12V,EAS-PCU-MP-SMX1400,Eastman,Solar PCU — MPPT,MPPT solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,9100,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":1000,""""dc_voltage_v"""":12,""""panel_support_w"""":1300}",Smart Max 1400
Eastman Solar SmartMax MPPT PCU 1500VA 24V,EAS-PCU-MP-SMX2600,Eastman,Solar PCU — MPPT,MPPT solar PCU 1500VA 24V with 1950W panel support. Lithium-ION battery compatible.,10490,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":1500,""""dc_voltage_v"""":24,""""panel_support_w"""":1950}",Smart Max 2600
Eastman Solar SmartMax MPPT PCU 2000VA 24V,EAS-PCU-MP-SMX3100,Eastman,Solar PCU — MPPT,MPPT solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,12340,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":2000,""""dc_voltage_v"""":24,""""panel_support_w"""":2600}",Smart Max 3100
Eastman Solar SmartMax MPPT PCU 2500VA 24V,EAS-PCU-MP-SMX3600,Eastman,Solar PCU — MPPT,MPPT solar PCU 2500VA 24V with 3540W panel support. Lithium-ION battery compatible.,18510,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":2500,""""dc_voltage_v"""":24,""""panel_support_w"""":3540}",Smart Max 3600
Eastman Solar SmartMax MPPT PCU 3000VA 48V,EAS-PCU-MP-SMX4100,Eastman,Solar PCU — MPPT,MPPT solar PCU 3000VA 48V with 3900W panel support. Lithium-ION battery compatible.,32450,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":3000,""""dc_voltage_v"""":48,""""panel_support_w"""":3900}",Smart Max 4100
Eastman Solar SmartMax MPPT PCU 5000VA 48V,EAS-PCU-MP-SMX6100,Eastman,Solar PCU — MPPT,MPPT solar PCU 5000VA 48V with 6500W panel support. Lithium-ION battery compatible.,36480,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":5000,""""dc_voltage_v"""":48,""""panel_support_w"""":6500}",Smart Max 6100
Eastman Solar SmartMax MPPT PCU 5500VA 96V,EAS-PCU-MP-SMX6600,Eastman,Solar PCU — MPPT,MPPT solar PCU 5500VA 96V with 7150W panel support. Lithium-ION battery compatible.,60220,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":5500,""""dc_voltage_v"""":96,""""panel_support_w"""":7150}",Smart Max 6600
Eastman Solar SmartMax MPPT PCU 10000VA 120V,EAS-PCU-MP-SMX11100,Eastman,Solar PCU — MPPT,MPPT solar PCU 10000VA 120V with 12000W panel support. Lithium-ION battery compatible.,75190,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Solar SmartMax,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""""capacity_va"""":10000,""""dc_voltage_v"""":120,""""panel_support_w"""":12000}",Smart Max 11100
Eastman EM-LIB-160 Solar 12.8V 100Ah Lithium,EAS-BAT-EMLIB160,Eastman,Solar Battery — Lithium,Eastman 12.8V 100Ah LFP lithium-ion solar battery. 5 year warranty.,14550,,,20,18,85076000,pcs,2,12,5 Years,,goods,1,,,EM-LIB,active,,Apr-26-v1,Eastman Lithium Battery,,"{""""capacity_ah"""":100,""""voltage_v"""":12.8,""""chemistry"""":""""LFP""""}",EM-LIB-160 Solar
Eastman EM-LIB-240 Solar 25.6V 150Ah Lithium,EAS-BAT-EMLIB240,Eastman,Solar Battery — Lithium,Eastman 25.6V 150Ah LFP lithium-ion solar battery. 5 year warranty.,23130,,,20,18,85076000,pcs,2,12,5 Years,,goods,1,,,EM-LIB,active,,Apr-26-v1,Eastman Lithium Battery,,"{""""capacity_ah"""":150,""""voltage_v"""":25.6,""""chemistry"""":""""LFP""""}",EM-LIB-240 Solar
Eastman EM-LIB-320 Solar 12.8V 100Ah Lithium,EAS-BAT-EMLIB320,Eastman,Solar Battery — Lithium,Eastman 12.8V 100Ah LFP lithium-ion solar battery. 5 year warranty.,28100,,,20,18,85076000,pcs,2,12,5 Years,,goods,1,,,EM-LIB,active,,Apr-26-v1,Eastman Lithium Battery,,"{""""capacity_ah"""":100,""""voltage_v"""":12.8,""""chemistry"""":""""LFP""""}",EM-LIB-320 Solar
Eastman EM-LIB-480 Solar 25.6V 150Ah Lithium,EAS-BAT-EMLIB480,Eastman,Solar Battery — Lithium,Eastman 25.6V 150Ah LFP lithium-ion solar battery. 5 year warranty.,42050,,,20,18,85076000,pcs,2,12,5 Years,,goods,1,,,EM-LIB,active,,Apr-26-v1,Eastman Lithium Battery,,"{""""capacity_ah"""":150,""""voltage_v"""":25.6,""""chemistry"""":""""LFP""""}",EM-LIB-480 Solar
Eastman Solar Smart Battery EM16500SSR 150Ah,EAS-BAT-EM16500SSR,Eastman,Solar Battery — Lead Acid,Eastman 150Ah Solar Smart variant lead acid tubular battery. 36+36 months warranty.,9010,,,20,18,85072000,pcs,3,12,36+36,,goods,1,,,EM-Smart-SB,active,,Apr-26-v1,Eastman Solar Smart Battery,,"{""""capacity_ah"""":150,""""voltage_v"""":12,""""chemistry"""":""""Lead Acid Tubular"""",""""variant"""":""""Solar Smart""""}",EM16500SSR
Eastman Solar Smart Battery EM22500SSR 200Ah,EAS-BAT-EM22500SSR,Eastman,Solar Battery — Lead Acid,Eastman 200Ah Solar Smart variant lead acid tubular battery. 36+36 months warranty.,11320,,,20,18,85072000,pcs,3,12,36+36,,goods,1,,,EM-Smart-SB,active,,Apr-26-v1,Eastman Solar Smart Battery,,"{""""capacity_ah"""":200,""""voltage_v"""":12,""""chemistry"""":""""Lead Acid Tubular"""",""""variant"""":""""Solar Smart""""}",EM22500SSR
