# Valid categories: Solar PCU - Sine Wave | Solar PCU - MPPT | Grid Tie Inverter - 1 Phase | Grid Tie Inverter - 3 Phase | Hybrid Inverter | Home UPS / Inverter | Solar Battery - Lead Acid | Solar Battery - Lithium | Home Battery - Lead Acid | Rack / Wall Battery | Solar Panel / PV Module | Solar Charge Controller | GTI Accessory | Inverter Accessory | Solar BOS Kit | Solar Combo / SPGS,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,sku,brand,category,description,distributorPrice,logisticsCost,unitPrice,targetMarginPct,gstRate,hsnCode,unit,minStockLevel,minMarginPct,warrantyPeriod,mrp,type,packSize,almm,dcrCompliant,modelSeries,lifecycleStatus,applicableRegions,priceListVersion,productFamily,customerTierPrice,specs,supplierSku
Eastman Solar Promax MPPT PCU 1500VA 24V,EAS-PCU-MP-PMAX1500,Eastman,Solar PCU - MPPT,MPPT solar PCU 1500VA 24V with 1950W panel support. Lithium-ION battery compatible.,9390,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 1500,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1950}",
Eastman Solar Promax MPPT PCU 2000VA 24V,EAS-PCU-MP-PMAX2000,Eastman,Solar PCU - MPPT,MPPT solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,12410,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 2000,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2600}",
Eastman Solar Promax MPPT PCU 2500VA 24V,EAS-PCU-MP-PMAX2500,Eastman,Solar PCU - MPPT,MPPT solar PCU 2500VA 24V with 3540W panel support. Lithium-ION battery compatible.,13510,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 2500,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 2500, ""dc_voltage_v"": 24, ""panel_support_w"": 3540}",
Eastman Solar Promax MPPT PCU 3000VA 48V,EAS-PCU-MP-PMAX3000,Eastman,Solar PCU - MPPT,MPPT solar PCU 3000VA 48V with 3900W panel support. Lithium-ION battery compatible.,23010,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 3000,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 3000, ""dc_voltage_v"": 48, ""panel_support_w"": 3900}",
Eastman Solar Promax MPPT PCU 5000VA 48V,EAS-PCU-MP-PMAX5000,Eastman,Solar PCU - MPPT,MPPT solar PCU 5000VA 48V with 6500W panel support. Lithium-ION battery compatible.,32590,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 5000,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 5000, ""dc_voltage_v"": 48, ""panel_support_w"": 6500}",
Eastman Solar Promax MPPT PCU 5500VA 96V,EAS-PCU-MP-PMAX5500,Eastman,Solar PCU - MPPT,MPPT solar PCU 5500VA 96V with 7150W panel support. Lithium-ION battery compatible.,42500,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 5500,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 5500, ""dc_voltage_v"": 96, ""panel_support_w"": 7150}",
Eastman Solar Promax MPPT PCU 10000VA 120V,EAS-PCU-MP-PMAX10000,Eastman,Solar PCU - MPPT,MPPT solar PCU 10000VA 120V with 12000W panel support. Lithium-ION battery compatible.,70790,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Promax 10000,active,,Apr-26-v1,Eastman Solar Promax PCU,,"{""capacity_va"": 10000, ""dc_voltage_v"": 120, ""panel_support_w"": 12000}",
Eastman Solar Prime PCU 850VA 12V,EAS-PCU-SW-SPRM1050,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 850VA 12V with 880W panel support. Lithium-ION battery compatible.,4070,,,15,5,85044090,pcs,3,10,3 Years,,goods,1,,,Solar Prime 1050,active,,Apr-26-v1,Eastman Solar Prime PCU,,"{""capacity_va"": 850, ""dc_voltage_v"": 12, ""panel_support_w"": 880}",
Eastman Solar Prime PCU 1050VA 12V,EAS-PCU-SW-SPRM1500,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 1050VA 12V with 1100W panel support. Lithium-ION battery compatible.,4910,,,15,5,85044090,pcs,3,10,3 Years,,goods,1,,,Solar Prime 1500,active,,Apr-26-v1,Eastman Solar Prime PCU,,"{""capacity_va"": 1050, ""dc_voltage_v"": 12, ""panel_support_w"": 1100}",
Eastman Solar Prime PCU 1300VA 12V,EAS-PCU-SW-SPRM1750,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 1300VA 12V with 1300W panel support. Lithium-ION battery compatible.,5460,,,15,5,85044090,pcs,3,10,3 Years,,goods,1,,,Solar Prime 1750,active,,Apr-26-v1,Eastman Solar Prime PCU,,"{""capacity_va"": 1300, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar Prime PCU 1500VA 24V,EAS-PCU-SW-SPRM2000,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 1500VA 24V with 1500W panel support. Lithium-ION battery compatible.,6080,,,15,5,85044090,pcs,3,10,3 Years,,goods,1,,,Solar Prime 2000,active,,Apr-26-v1,Eastman Solar Prime PCU,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1500}",
Eastman Solar Prime PCU 2000VA 24V,EAS-PCU-SW-SPRM3000,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 2000VA 24V with 2100W panel support. Lithium-ION battery compatible.,8130,,,15,5,85044090,pcs,3,10,3 Years,,goods,1,,,Solar Prime 3000,active,,Apr-26-v1,Eastman Solar Prime PCU,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2100}",
Eastman Solar Prime PCU 3000VA 24V,EAS-PCU-SW-SPRM3550,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 3000VA 24V with 3200W panel support. Lithium-ION battery compatible.,10380,,,15,5,85044090,pcs,3,10,3 Years,,goods,1,,,Solar Prime 3550,active,,Apr-26-v1,Eastman Solar Prime PCU,,"{""capacity_va"": 3000, ""dc_voltage_v"": 24, ""panel_support_w"": 3200}",
Eastman Solar PrimeMax MPPT PCU 1000VA 12V,EAS-PCU-MP-SPRMX1050,Eastman,Solar PCU - MPPT,MPPT solar PCU 1000VA 12V with 1180W panel support. Lithium-ION battery compatible.,7150,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 1050,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1180}",
Eastman Solar PrimeMax MPPT PCU 1500VA 24V,EAS-PCU-MP-SPRMX2000,Eastman,Solar PCU - MPPT,MPPT solar PCU 1500VA 24V with 1770W panel support. Lithium-ION battery compatible.,8470,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 2000,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1770}",
Eastman Solar PrimeMax MPPT PCU 2250VA 24V,EAS-PCU-MP-SPRMX3000,Eastman,Solar PCU - MPPT,MPPT solar PCU 2250VA 24V with 2360W panel support. Lithium-ION battery compatible.,11400,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 3000,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 2250, ""dc_voltage_v"": 24, ""panel_support_w"": 2360}",
Eastman Solar PrimeMax MPPT PCU 3000VA 24V,EAS-PCU-MP-SPRMX3350,Eastman,Solar PCU - MPPT,MPPT solar PCU 3000VA 24V with 3540W panel support. Lithium-ION battery compatible.,13710,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 3350,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 3000, ""dc_voltage_v"": 24, ""panel_support_w"": 3540}",
Eastman Solar PrimeMax MPPT PCU 3750VA 48V,EAS-PCU-MP-SPRMX4000,Eastman,Solar PCU - MPPT,MPPT solar PCU 3750VA 48V with 4400W panel support. Lithium-ION battery compatible.,26780,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 4000,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 3750, ""dc_voltage_v"": 48, ""panel_support_w"": 4400}",
Eastman Solar PrimeMax MPPT PCU 5000VA 48V,EAS-PCU-MP-SPRMX6000,Eastman,Solar PCU - MPPT,MPPT solar PCU 5000VA 48V with 5500W panel support. Lithium-ION battery compatible.,36740,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 6000,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 5000, ""dc_voltage_v"": 48, ""panel_support_w"": 5500}",
Eastman Solar PrimeMax MPPT PCU 7500VA 96V,EAS-PCU-MP-SPRMX8000,Eastman,Solar PCU - MPPT,MPPT solar PCU 7500VA 96V with 8800W panel support. Lithium-ION battery compatible.,55000,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 8000,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 7500, ""dc_voltage_v"": 96, ""panel_support_w"": 8800}",
Eastman Solar PrimeMax MPPT PCU 10000VA 120V,EAS-PCU-MP-SPRMX11000,Eastman,Solar PCU - MPPT,MPPT solar PCU 10000VA 120V with 11800W panel support. Lithium-ION battery compatible.,69370,,,15,5,85044090,pcs,2,10,3 Years,,goods,1,,,Solar Prime Max 11000,active,,Apr-26-v1,Eastman Solar PrimeMax PCU,,"{""capacity_va"": 10000, ""dc_voltage_v"": 120, ""panel_support_w"": 11800}",
Eastman Solar Smart PCU 500VA 12V,EAS-PCU-SW-SM925,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 500VA 12V with 650W panel support. Lithium-ION battery compatible.,4440,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Smart 925,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""capacity_va"": 500, ""dc_voltage_v"": 12, ""panel_support_w"": 650}",
Eastman Solar Smart PCU 850VA 12V,EAS-PCU-SW-SM1250,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 850VA 12V with 1100W panel support. Lithium-ION battery compatible.,5190,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Smart 1250,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""capacity_va"": 850, ""dc_voltage_v"": 12, ""panel_support_w"": 1100}",
Eastman Solar Smart PCU 1000VA 12V,EAS-PCU-SW-SM1400,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,6260,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Smart 1400,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar Smart PCU 1400VA 12V,EAS-PCU-SW-SM1800,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 1400VA 12V with 1400W panel support. Lithium-ION battery compatible.,7950,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Smart 1800,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""capacity_va"": 1400, ""dc_voltage_v"": 12, ""panel_support_w"": 1400}",
Eastman Solar Smart PCU 2000VA 24V,EAS-PCU-SW-SM3100,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,9910,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Smart 3100,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2600}",
Eastman Solar Smart PCU 2500VA 24V,EAS-PCU-SW-SM3725,Eastman,Solar PCU - Sine Wave,Sine wave solar PCU 2500VA 24V with 3200W panel support. Lithium-ION battery compatible.,12650,,,15,5,85044090,pcs,3,10,5 Years,,goods,1,,,Smart 3725,active,,Apr-26-v1,Eastman Solar Smart PCU,,"{""capacity_va"": 2500, ""dc_voltage_v"": 24, ""panel_support_w"": 3200}",
Eastman Solar SmartMax MPPT PCU 500VA 12V,EAS-PCU-MP-SMX900,Eastman,Solar PCU - MPPT,MPPT solar PCU 500VA 12V with 650W panel support. Lithium-ION battery compatible.,6120,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 900,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 500, ""dc_voltage_v"": 12, ""panel_support_w"": 650}",
Eastman Solar SmartMax MPPT PCU 1000VA 12V,EAS-PCU-MP-SMX1400,Eastman,Solar PCU - MPPT,MPPT solar PCU 1000VA 12V with 1300W panel support. Lithium-ION battery compatible.,9100,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 1400,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 1000, ""dc_voltage_v"": 12, ""panel_support_w"": 1300}",
Eastman Solar SmartMax MPPT PCU 1500VA 24V,EAS-PCU-MP-SMX2600,Eastman,Solar PCU - MPPT,MPPT solar PCU 1500VA 24V with 1950W panel support. Lithium-ION battery compatible.,10490,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 2600,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 1500, ""dc_voltage_v"": 24, ""panel_support_w"": 1950}",
Eastman Solar SmartMax MPPT PCU 2000VA 24V,EAS-PCU-MP-SMX3100,Eastman,Solar PCU - MPPT,MPPT solar PCU 2000VA 24V with 2600W panel support. Lithium-ION battery compatible.,12340,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 3100,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 2000, ""dc_voltage_v"": 24, ""panel_support_w"": 2600}",
Eastman Solar SmartMax MPPT PCU 2500VA 24V,EAS-PCU-MP-SMX3600,Eastman,Solar PCU - MPPT,MPPT solar PCU 2500VA 24V with 3540W panel support. Lithium-ION battery compatible.,18510,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 3600,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 2500, ""dc_voltage_v"": 24, ""panel_support_w"": 3540}",
Eastman Solar SmartMax MPPT PCU 3000VA 48V,EAS-PCU-MP-SMX4100,Eastman,Solar PCU - MPPT,MPPT solar PCU 3000VA 48V with 3900W panel support. Lithium-ION battery compatible.,32450,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 4100,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 3000, ""dc_voltage_v"": 48, ""panel_support_w"": 3900}",
Eastman Solar SmartMax MPPT PCU 5000VA 48V,EAS-PCU-MP-SMX6100,Eastman,Solar PCU - MPPT,MPPT solar PCU 5000VA 48V with 6500W panel support. Lithium-ION battery compatible.,36480,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 6100,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 5000, ""dc_voltage_v"": 48, ""panel_support_w"": 6500}",
Eastman Solar SmartMax MPPT PCU 5500VA 96V,EAS-PCU-MP-SMX6600,Eastman,Solar PCU - MPPT,MPPT solar PCU 5500VA 96V with 7150W panel support. Lithium-ION battery compatible.,60220,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 6600,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 5500, ""dc_voltage_v"": 96, ""panel_support_w"": 7150}",
Eastman Solar SmartMax MPPT PCU 10000VA 120V,EAS-PCU-MP-SMX11100,Eastman,Solar PCU - MPPT,MPPT solar PCU 10000VA 120V with 12000W panel support. Lithium-ION battery compatible.,75190,,,15,5,85044090,pcs,2,10,5 Years,,goods,1,,,Smart Max 11100,active,,Apr-26-v1,Eastman Solar SmartMax PCU,,"{""capacity_va"": 10000, ""dc_voltage_v"": 120, ""panel_support_w"": 12000}",
Eastman EBP500W-DCR 500WP DCR Pallet 2P [South-East],EAS-PAN-EBP500W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,11650,,,12,5,85414300,pcs,52,8,25 Years,,goods,1,TRUE,TRUE,EBP500W-DCR,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 4P [South-East],EAS-PAN-EBP500W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,11480,,,12,5,85414300,pcs,104,8,25 Years,,goods,1,TRUE,TRUE,EBP500W-DCR,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 8P [South-East],EAS-PAN-EBP500W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,11410,,,12,5,85414300,pcs,208,8,25 Years,,goods,1,TRUE,TRUE,EBP500W-DCR,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 2P [South-East],EAS-PAN-EBP550W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,12309,,,12,5,85414300,pcs,52,8,25 Years,,goods,1,TRUE,TRUE,EBP550W-DCR,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 4P [South-East],EAS-PAN-EBP550W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,12117,,,12,5,85414300,pcs,104,8,25 Years,,goods,1,TRUE,TRUE,EBP550W-DCR,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 8P [South-East],EAS-PAN-EBP550W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,12034,,,12,5,85414300,pcs,208,8,25 Years,,goods,1,TRUE,TRUE,EBP550W-DCR,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman G2G1740-HAD 580WP DCR Pallet 2P [South-East],EAS-PAN-G2G580W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,580WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,14013,,,12,5,85414300,pcs,52,8,25 Years,,goods,1,TRUE,TRUE,G2G1740-HAD,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman G2G1740-HAD 580WP DCR Pallet 4P [South-East],EAS-PAN-G2G580W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,580WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,13816,,,12,5,85414300,pcs,104,8,25 Years,,goods,1,TRUE,TRUE,G2G1740-HAD,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman G2G1740-HAD 580WP DCR Pallet 8P [South-East],EAS-PAN-G2G580W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,580WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,13734,,,12,5,85414300,pcs,208,8,25 Years,,goods,1,TRUE,TRUE,G2G1740-HAD,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 580, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman ETC144HCGG560 TOPCON DCR 32P 560WP DCR Pallet 2P [South-East],EAS-PAN-ETC560W-DCR-PLT-SE-2P,Eastman,Solar Panel / PV Module,560WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: South-East states.,13530,,,12,5,85414300,pcs,52,8,25 Years,,goods,1,TRUE,TRUE,ETC144HCGG560 TOPCON DCR 32P,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman ETC144HCGG560 TOPCON DCR 32P 560WP DCR Pallet 4P [South-East],EAS-PAN-ETC560W-DCR-PLT-SE-4P,Eastman,Solar Panel / PV Module,560WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: South-East states.,13339,,,12,5,85414300,pcs,104,8,25 Years,,goods,1,TRUE,TRUE,ETC144HCGG560 TOPCON DCR 32P,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman ETC144HCGG560 TOPCON DCR 32P 560WP DCR Pallet 8P [South-East],EAS-PAN-ETC560W-DCR-PLT-SE-8P,Eastman,Solar Panel / PV Module,560WP 24V Topcon G2G DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: South-East states.,13261,,,12,5,85414300,pcs,208,8,25 Years,,goods,1,TRUE,TRUE,ETC144HCGG560 TOPCON DCR 32P,active,"WB,NE,OR,AP,TS,KA,KL,TN",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 560, ""voltage_dc_v"": 24, ""cell_type"": ""Topcon G2G"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 2P [North],EAS-PAN-EBP500W-DCR-PLT-N-2P,Eastman,Solar Panel / PV Module,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: North states.,11550,,,12,5,85414300,pcs,52,8,25 Years,,goods,1,TRUE,TRUE,EBP500W-DCR,active,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 4P [North],EAS-PAN-EBP500W-DCR-PLT-N-4P,Eastman,Solar Panel / PV Module,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: North states.,11380,,,12,5,85414300,pcs,104,8,25 Years,,goods,1,TRUE,TRUE,EBP500W-DCR,active,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
Eastman EBP500W-DCR 500WP DCR Pallet 8P [North],EAS-PAN-EBP500W-DCR-PLT-N-8P,Eastman,Solar Panel / PV Module,500WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 8 pallet(s). Applicable: North states.,11310,,,12,5,85414300,pcs,208,8,25 Years,,goods,1,TRUE,TRUE,EBP500W-DCR,active,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 500, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 8, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 2P [North],EAS-PAN-EBP550W-DCR-PLT-N-2P,Eastman,Solar Panel / PV Module,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 2 pallet(s). Applicable: North states.,12199,,,12,5,85414300,pcs,52,8,25 Years,,goods,1,TRUE,TRUE,EBP550W-DCR,active,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 2, ""billing"": ""Advance""}",
Eastman EBP550W-DCR 550WP DCR Pallet 4P [North],EAS-PAN-EBP550W-DCR-PLT-N-4P,Eastman,Solar Panel / PV Module,550WP 24V Mono Perc Bi-Facial DCR solar panel pallet pricing — advance billing. Min 4 pallet(s). Applicable: North states.,12007,,,12,5,85414300,pcs,104,8,25 Years,,goods,1,TRUE,TRUE,EBP550W-DCR,active,"HR,HP,PB,RJ,UP,UK,BH,JH,MP,CG,MH,GJ,GA",Apr-26-v1,Eastman Solar PV Modules Pallet,,"{""wattage_w"": 550, ""voltage_dc_v"": 24, ""cell_type"": ""Mono Perc Bi-Facial"", ""pallet_min_count"": 4, ""billing"": ""Advance""}",
